tweet_cleaned,tweet_favorite_count,tweet_geo,tweet_hashtags,tweet_id,tweet_lang,tweet_place,tweet_retweet_count,tweet_text,tweet_time,tweet_tokens,tweet_type,tweet_user_mention_ids,tweet_user_mentions,user,user_favourites_count,user_followers_count,user_friends_count,user_id,user_location,user_screen_name,user_statuses_count,user_vintage,sentiment,sentiment_class
,1,,[],970898513948266496,de,,0,@TurkishAirlines Hin und RÜCKflug...?,Tue Mar 06 05:46:58 +0000 2018,[],reply,[18909186],['TurkishAirlines'],MERKEZ,841,229,272,1459667822,,mistermebi,30003,Sun May 26 13:37:11 +0000 2013,0.08270809054374695,neutral
Tell,0,,[],970898422558425088,en,,0,"Tell @TurkishAirlines, @RoyalJordanian and @flyethiopian to stop flights carrying African asylum seekers in Israel. https://t.co/mn0nH4IWFk",Tue Mar 06 05:46:37 +0000 2018,['tell'],user_tweet,"[18909186, 229619787, 334032462]","['TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",They_Matter 🐾,1495,320,327,54082260,Los Angeles,10540Neg,7932,Mon Jul 06 02:26:00 +0000 2009,0.24164089560508728,positive
,0,,[],970897828477366273,de,,1,"RT @VeraKoenig: @TurkishAirlines Ein wirklich wunderschönes Land. Großartige Landschaft, zumeist nette Menschen, leckeres Essen ...  aber w…",Tue Mar 06 05:44:15 +0000 2018,[],retweet,"[45120527, 18909186]","['VeraKoenig', 'TurkishAirlines']",MERKEZ,841,229,272,1459667822,,mistermebi,30003,Sun May 26 13:37:11 +0000 2013,0.3122020661830902,positive
Dear passengers we are ending the week with a very soft landing Have a nice weekend TurkishAirlines,0,,['TurkishAirlines'],970894639971610624,en,,95,"RT @TurkishAirlines: ✈️
Dear passengers, we are ending the week with a very soft landing.
Have a nice weekend.

#TurkishAirlines https://t.…",Tue Mar 06 05:31:35 +0000 2018,"['dear', 'passengers', 'ending', 'soft', 'landing', 'have', 'weekend', 'turkishairlines']",retweet,[18909186],['TurkishAirlines'],UNAL ERGUN,167,26,141,138687013,Istanbul TURKEY,ergununal,22,Fri Apr 30 08:18:00 +0000 2010,0.2609509527683258,positive
,0,,[],970894096712851461,tr,,0,@TurkishAirlines Bu çekimleri biraz daha uzun süreli yapamaz mısınız? Tşk.,Tue Mar 06 05:29:25 +0000 2018,[],reply,[18909186],['TurkishAirlines'],UNAL ERGUN,167,26,141,138687013,Istanbul TURKEY,ergununal,22,Fri Apr 30 08:18:00 +0000 2010,0.2453538179397583,positive
,0,,[],970890973881356288,en,,4,"RT @SecretFlying: Helsinki, Finland to Bangkok, Thailand for only €363 roundtrip with @TurkishAirlines.

https://t.co/nXXtmfb4uJ https://t.…",Tue Mar 06 05:17:01 +0000 2018,[],retweet,"[2758345674, 18909186]","['SecretFlying', 'TurkishAirlines']",Asian Miler,45,12,53,920130269755011073,,AsianMiler,1041,Tue Oct 17 03:32:06 +0000 2017,0.20530226826667786,positive
,0,,[],970890892746698752,en,,3,"RT @SecretFlying: Helsinki, Finland to Singapore for only €371 roundtrip with @TurkishAirlines.

https://t.co/jaXCCcDcuC https://t.co/9mzL5…",Tue Mar 06 05:16:41 +0000 2018,[],retweet,"[2758345674, 18909186]","['SecretFlying', 'TurkishAirlines']",Asian Miler,45,12,53,920130269755011073,,AsianMiler,1041,Tue Oct 17 03:32:06 +0000 2017,0.2964323163032532,positive
g n arayla ayn g n ayn u u i in TL fiyat d en bilet i in kurumsall n z gere i telafi talebimizi yer,3,,[],970886648488779776,tr,,0,20 gün arayla aynı gün aynı uçuş için  3.500TL fiyatı düşen bilet için kurumsallığınız gereği telafi talebimizi yer… https://t.co/brhaCrFYRN,Tue Mar 06 04:59:49 +0000 2018,"['g', 'arayla', 'ayn', 'g', 'ayn', 'u', 'u', 'tl', 'fiyat', 'bilet', 'kurumsall', 'z', 'gere', 'telafi', 'talebimizi']",user_tweet,[],[],Taner Macit,2724,73,176,168632194,İstanbul,9802010469,3028,Tue Jul 20 11:57:00 +0000 2010,0.2842872738838196,positive
,0,,[],970884013752713216,en,,7,RT @TurkishAirlines: Flights starting at 129 CHF gives you the opportunity to truly explore this magical country. https://t.co/BGa7Grt821,Tue Mar 06 04:49:21 +0000 2018,[],retweet,[18909186],['TurkishAirlines'],The ZOGGS,3058,288,680,474375414,Switzerland,The_ZOGGS,39414,Wed Jan 25 22:55:04 +0000 2012,0.7517148852348328,positive
Tell,0,,[],970883014375829504,en,,0,"Tell @TurkishAirlines, @RoyalJordanian and @flyethiopian to stop flights carrying African asylum seekers in Israel. https://t.co/4HOIPqbmcL",Tue Mar 06 04:45:23 +0000 2018,['tell'],user_tweet,"[18909186, 229619787, 334032462]","['TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",Kevin,3865,255,1093,359118127,"Oregon, USA",Kevin7Ten,3495,Sun Aug 21 01:58:39 +0000 2011,0.22936145961284637,positive
Tell,0,,[],970880644946436096,en,,0,"Tell @TurkishAirlines, @RoyalJordanian and @flyethiopian to stop flights carrying African asylum seekers in Israel. https://t.co/qY9Qq0bu2i",Tue Mar 06 04:35:58 +0000 2018,['tell'],user_tweet,"[18909186, 229619787, 334032462]","['TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",Lauren,102,39,147,67270703,"Vancouver, British Columbia",renanopolis,288,Thu Aug 20 09:13:04 +0000 2009,0.2636111378669739,positive
,2,,[],970874718030057472,und,,1,https://t.co/IwQjZOk2er @arjunkarki @Scott_DeLisi @Hari_BudhaMagar @nepaltourismb @PATANepal @karnasakya1943… https://t.co/J4bg2Ro7Ig,Tue Mar 06 04:12:25 +0000 2018,[],user_tweet,"[58230912, 292431815, 161758785, 435523077, 3313063602, 748111291860946944]","['arjunkarki', 'Scott_DeLisi', 'Hari_BudhaMagar', 'nepaltourismb', 'PATANepal', 'karnasakya1943']",ICAA,30,27,120,927019393917308928,"Washington, DC",ICAAinfo,31,Sun Nov 05 03:47:01 +0000 2017,0.2696189880371094,positive
,0,,[],970874395253264384,en,,1,RT @Geoffdx: This week's most engaging TV spots on social: #1 @GEICO 2# @TurkishAirlines #3 @Wendys https://t.co/6OTJZ1Ryyx via @WeRSM,Tue Mar 06 04:11:08 +0000 2018,[],retweet,"[150586604, 22009780, 18909186, 59553554, 371238397]","['Geoffdx', 'GEICO', 'TurkishAirlines', 'Wendys', 'WeRSM']",Roopesh S Naidu,9530,1634,2085,155178911,India,InFLUEpreneur,9692,Sun Jun 13 11:12:12 +0000 2010,0.16816066205501556,neutral
Tell,0,,[],970871690459688961,en,,0,"Tell @TurkishAirlines, @RoyalJordanian and @flyethiopian to stop flights carrying African asylum seekers in Israel. https://t.co/7URGRtRU2S",Tue Mar 06 04:00:23 +0000 2018,['tell'],user_tweet,"[18909186, 229619787, 334032462]","['TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",#Resisting Lioness🐾,15528,3690,3736,23121384,"Twain Harte, CA",lauralino,5388,Fri Mar 06 21:28:26 +0000 2009,0.19431142508983612,neutral
,1,,[],970868851251535872,tr,,0,@HavaSosyalMedya @TurkishAirlines MaşAllah :),Tue Mar 06 03:49:06 +0000 2018,[],reply,"[1702235443, 18909186]","['HavaSosyalMedya', 'TurkishAirlines']",ayf,24928,250,106,1486964359,Erzurum - Stuttgart - Istanbul,ayferayf,11594,Thu Jun 06 05:48:33 +0000 2013,0.4135136008262634,positive
HSMgece,0,,['HSMgece'],970868748532973569,en,,17,"RT @HavaSosyalMedya: Boeing 777-300ER @TurkishAirlines Houston George Bush Airport. 
#HSMgece https://t.co/14vyPFE0aM",Tue Mar 06 03:48:42 +0000 2018,['hsmgece'],retweet,"[1702235443, 18909186]","['HavaSosyalMedya', 'TurkishAirlines']",ayf,24928,250,106,1486964359,Erzurum - Stuttgart - Istanbul,ayferayf,11594,Thu Jun 06 05:48:33 +0000 2013,0.16941623389720917,neutral
Are there any plans to connect Faisalabad Pakistan with Istanbul,0,,[],970867185051688962,en,,0,"Are there any plans to connect Faisalabad, Pakistan with Istanbul @TurkishAirlines?",Tue Mar 06 03:42:29 +0000 2018,"['are', 'plans', 'connect', 'faisalabad', 'pakistan', 'istanbul']",user_tweet,[18909186],['TurkishAirlines'],Mohammed Firaas,20245,2591,97,449678737,"London, England",raisinganchor,46101,Thu Dec 29 11:10:19 +0000 2011,-0.06283548474311829,neutral
,0,,[],970861918889095169,de,,49,"RT @TurkishAirlines: Flüge ab 119 EUR ermöglichen es, die Magie dieses Landes ausgiebig zu erkunden. https://t.co/IF4aUum7ou",Tue Mar 06 03:21:33 +0000 2018,[],retweet,[18909186],['TurkishAirlines'],🦅MEN DAKKA DUKKA 🦅,68523,4146,4595,3310926393,FANİ DÜNYA ,istkmtistnbl,88646,Sat Jun 06 18:57:36 +0000 2015,0.19814744591712952,neutral
Tell,0,,[],970861618501320704,en,,0,"Tell @TurkishAirlines, @RoyalJordanian and @flyethiopian to stop flights carrying African asylum seekers in Israel. https://t.co/HbsENdAuoh",Tue Mar 06 03:20:22 +0000 2018,['tell'],user_tweet,"[18909186, 229619787, 334032462]","['TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",Marie Seltenrych,241,700,1698,26154178,Margate near the beach,marienotbusy,3396,Tue Mar 24 02:15:41 +0000 2009,0.23520813882350922,positive
,0,,[],970857732550127616,en,,0,@TurkishAirlines Your link does NOT work AND your USA website is still NOT functioning properly.,Tue Mar 06 03:04:55 +0000 2018,[],reply,[18909186],['TurkishAirlines'],aroosha mansuri,0,0,1,157729368,"Cambridge, MA",chanda76,5,Sun Jun 20 17:56:50 +0000 2010,-1.2378509044647217,negative
Tell,0,,[],970857434809020417,en,,0,"Tell @TurkishAirlines, @RoyalJordanian and @flyethiopian to stop flights carrying African asylum seekers in Israel. https://t.co/HgE0YBIZsc",Tue Mar 06 03:03:44 +0000 2018,['tell'],user_tweet,"[18909186, 229619787, 334032462]","['TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",鈴木孝弥,363,1309,500,288256556,三軒茶屋,Suzuki_Koya,3079,Tue Apr 26 14:38:05 +0000 2011,0.234710693359375,positive
This week s most engaging TV spots on social,3,,[],970857248745492480,en,,1,This week's most engaging TV spots on social: #1 @GEICO 2# @TurkishAirlines #3 @Wendys https://t.co/6OTJZ1Ryyx via @WeRSM,Tue Mar 06 03:03:00 +0000 2018,"['this', 'engaging', 'tv', 'spots', 'social']",user_tweet,"[22009780, 18909186, 59553554, 371238397]","['GEICO', 'TurkishAirlines', 'Wendys', 'WeRSM']",Geoff D. 😎,22496,21196,132,150586604,"Miami, FL",Geoffdx,51405,Tue Jun 01 09:05:57 +0000 2010,0.20917090773582458,positive
Tell,0,,[],970850415683108864,en,,0,"Tell @TurkishAirlines, @RoyalJordanian and @flyethiopian to stop flights carrying African asylum seekers in Israel. https://t.co/CiWsOnR4Q2",Tue Mar 06 02:35:51 +0000 2018,['tell'],user_tweet,"[18909186, 229619787, 334032462]","['TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",Mary Onufer,0,21,6,1626266468,,MaryOnufe,6487,Sat Jul 27 20:37:04 +0000 2013,0.23381797969341278,positive
,0,,[],970846444801413120,en,,4,"RT @ViolettaTosic: Tell @TurkishAirlines, @RoyalJordanian &amp; @flyethiopian to stop flights carrying African asylum seekers from Israel. #dep…",Tue Mar 06 02:20:04 +0000 2018,[],retweet,"[19565088, 18909186, 229619787, 334032462]","['ViolettaTosic', 'TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",laila el khatib,12992,763,821,371450269,"Rabat,Morocco",laielkha,19565,Sat Sep 10 21:48:46 +0000 2011,0.34721916913986206,positive
,0,,['flyinggarbage'],970845156126674944,en,,0,@TurkishAirlines Yay ... beastiality #flyinggarbage,Tue Mar 06 02:14:57 +0000 2018,[],reply,[18909186],['TurkishAirlines'],ReveilleSoul 🐻,28897,869,484,705173135998459904,,ReveilleSoul1,7236,Wed Mar 02 23:29:11 +0000 2016,0.0755772739648819,neutral
Tell,0,,[],970845135020834816,en,,0,"Tell @TurkishAirlines, @RoyalJordanian and @flyethiopian to stop flights carrying African asylum seekers in Israel. https://t.co/HvKbgTwpkF",Tue Mar 06 02:14:52 +0000 2018,['tell'],user_tweet,"[18909186, 229619787, 334032462]","['TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",Mark Hirshfeld,2304,106,270,3778613005,,penekuina2,3114,Sun Oct 04 07:09:42 +0000 2015,0.2509966492652893,positive
,0,,[],970844741821779968,en,,8,"RT @SecretFlying: London, UK to Nairobi, Kenya for only £360 roundtrip with @TurkishAirlines.

https://t.co/jJ7HSLHlY4 https://t.co/1UooXR4…",Tue Mar 06 02:13:18 +0000 2018,[],retweet,"[2758345674, 18909186]","['SecretFlying', 'TurkishAirlines']",Weekend Max,1495,3929,773,82212584,SC/ATL/NC,FamilurMAX,9097,Tue Oct 13 22:44:37 +0000 2009,0.17643693089485168,neutral
,0,,[],970843128356892673,en,,4,"RT @ViolettaTosic: Tell @TurkishAirlines, @RoyalJordanian &amp; @flyethiopian to stop flights carrying African asylum seekers from Israel. #dep…",Tue Mar 06 02:06:53 +0000 2018,[],retweet,"[19565088, 18909186, 229619787, 334032462]","['ViolettaTosic', 'TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",BDSAmerica,861,107,247,938784631742230529,Washington,IsraeliFascism,2916,Thu Dec 07 14:57:52 +0000 2017,0.34721916913986206,positive
,0,,[],970842116791439360,en,,4,"RT @ViolettaTosic: Tell @TurkishAirlines, @RoyalJordanian &amp; @flyethiopian to stop flights carrying African asylum seekers from Israel. #dep…",Tue Mar 06 02:02:52 +0000 2018,[],retweet,"[19565088, 18909186, 229619787, 334032462]","['ViolettaTosic', 'TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",Akt Woli Narodu,18249,1382,1098,2889272645,,aktwolinarodu,81767,Sun Nov 23 14:36:39 +0000 2014,0.34721916913986206,positive
Tell,0,,[],970842046377246720,en,,0,"Tell @TurkishAirlines, @RoyalJordanian and @flyethiopian to stop flights carrying African asylum seekers in Israel. https://t.co/tbrhYo1eQ3",Tue Mar 06 02:02:35 +0000 2018,['tell'],user_tweet,"[18909186, 229619787, 334032462]","['TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",Anne roberts,6035,1219,1917,3109698283,,anneroberts_au,342761,Fri Mar 27 09:24:53 +0000 2015,0.2143564522266388,positive
Tell,4,,[],970839920620199936,en,,4,"Tell @TurkishAirlines, @RoyalJordanian &amp; @flyethiopian to stop flights carrying African asylum seekers from Israel.… https://t.co/ezitN9C7KW",Tue Mar 06 01:54:09 +0000 2018,['tell'],user_tweet,"[18909186, 229619787, 334032462]","['TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",ViolettaTosic,3534,610,765,19565088,Australia,ViolettaTosic,3427,Mon Jan 26 23:14:17 +0000 2009,0.24641069769859314,positive
Tell,0,,[],970838885226790912,en,,0,"Tell @TurkishAirlines, @RoyalJordanian and @flyethiopian to stop flights carrying African asylum seekers in Israel. https://t.co/KNJwO923qk",Tue Mar 06 01:50:02 +0000 2018,['tell'],user_tweet,"[18909186, 229619787, 334032462]","['TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",Saif-Ullah Khan,3594,179,202,543565801,"Mississauga, Ontario, Canada",Saif2000Khan,1642,Mon Apr 02 17:03:34 +0000 2012,0.2598540484905243,positive
Tell,1,,['asylumseekers'],970836673247481857,en,,0,"Tell @TurkishAirlines, @RoyalJordanian and @flyethiopian to stop flights deporting African #asylumseekers from… https://t.co/R7xpwI7tOj",Tue Mar 06 01:41:14 +0000 2018,['tell'],user_tweet,"[18909186, 229619787, 334032462]","['TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",Judyth Mermelstein,17214,3377,4975,495066576,"Verdun, QC, Canada",GadflyQuebec,117624,Fri Feb 17 15:21:11 +0000 2012,0.18411894142627716,neutral
Tell,0,,[],970827179033538560,en,,0,"Tell @TurkishAirlines, @RoyalJordanian and @flyethiopian to stop flights carrying African asylum seekers in Israel. https://t.co/Ce4i7UsTrm",Tue Mar 06 01:03:31 +0000 2018,['tell'],user_tweet,"[18909186, 229619787, 334032462]","['TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",HC,960,33,135,824493695311306752,,hcRogue1,935,Thu Jan 26 05:46:30 +0000 2017,0.2196601927280426,positive
Tell,0,,[],970823820096385024,en,,0,"Tell @TurkishAirlines, @RoyalJordanian and @flyethiopian to stop flights carrying African asylum seekers in Israel. https://t.co/6FHqzTR4XY",Tue Mar 06 00:50:10 +0000 2018,['tell'],user_tweet,"[18909186, 229619787, 334032462]","['TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",Jane Shircore,100,78,276,188246033,Adelaide South Australia,nightkites,828,Wed Sep 08 07:58:01 +0000 2010,0.2559652328491211,positive
Tell,0,,[],970820807772508160,en,,0,"Tell @TurkishAirlines, @RoyalJordanian and @flyethiopian to stop flights carrying African asylum seekers in Israel. https://t.co/O62Z6XORJk",Tue Mar 06 00:38:12 +0000 2018,['tell'],user_tweet,"[18909186, 229619787, 334032462]","['TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",Sherri Lynn,290,104,532,337099542,"Cheltenham, England",Rhukusa,4756,Sun Jul 17 13:03:32 +0000 2011,0.2510831356048584,positive
Tell,0,,[],970819832626102272,en,,0,"Tell @TurkishAirlines, @RoyalJordanian and @flyethiopian to stop flights carrying African asylum seekers in Israel. https://t.co/FV5QdRQ0DS",Tue Mar 06 00:34:19 +0000 2018,['tell'],user_tweet,"[18909186, 229619787, 334032462]","['TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",Brigitte Cavanagh,52,104,558,141411106,Canada,Cognac7777,3396,Sat May 08 01:24:21 +0000 2010,0.2396417260169983,positive
,0,,[],970818669893816320,en,,2831,"RT @AlabedBana: Dear world, this very beautiful babies died in the chemical attack.Dear @turkishairlines please give me your planes to evac…",Tue Mar 06 00:29:42 +0000 2018,[],retweet,"[779416353019203584, 18909186]","['AlabedBana', 'TurkishAirlines']",cansu 🌻,2851,1158,446,384289148,munich,loussunflower,33898,Mon Oct 03 12:29:30 +0000 2011,-0.08288678526878357,neutral
LoveArmyForRohingya TurkishAirlinesHelpSomalia,0,,"['LoveArmyForRohingya', 'TurkishAirlinesHelpSomalia']",970816739234713600,en,,4390,"RT @TurkishAirlines: Hey Love Army! Count us in again for Rohingya people! ❤️✈️
#LoveArmyForRohingya
#TurkishAirlinesHelpSomalia 
@jeromeja…",Tue Mar 06 00:22:02 +0000 2018,"['lovearmyforrohingya', 'turkishairlineshelpsomalia']",retweet,[18909186],['TurkishAirlines'],Ella Dodson,62,47,1575,2238588542,,followersdikit,24,Tue Dec 10 04:36:53 +0000 2013,0.897621214389801,positive
Tell,0,,[],970815960973303814,en,,0,"Tell @TurkishAirlines, @RoyalJordanian and @flyethiopian to stop flights carrying African asylum seekers in Israel. https://t.co/xDVWhdmXML",Tue Mar 06 00:18:56 +0000 2018,['tell'],user_tweet,"[18909186, 229619787, 334032462]","['TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",bitchesbeloco,307,129,584,53843538,Saint John,serenityewart,2669,Sun Jul 05 05:16:34 +0000 2009,0.22018419206142426,positive
HSMgece,0,,['HSMgece'],970815500338057216,en,,17,"RT @HavaSosyalMedya: Boeing 777-300ER @TurkishAirlines Houston George Bush Airport. 
#HSMgece https://t.co/14vyPFE0aM",Tue Mar 06 00:17:06 +0000 2018,['hsmgece'],retweet,"[1702235443, 18909186]","['HavaSosyalMedya', 'TurkishAirlines']",Baki,2254,448,413,248798578,Sükrü Saracoglu,baki66fb,53381,Mon Feb 07 19:06:32 +0000 2011,0.16941623389720917,neutral
Tell,0,,[],970813468239650816,en,,0,"Tell @TurkishAirlines, @RoyalJordanian and @flyethiopian to stop flights carrying African asylum seekers in Israel. https://t.co/lUjyuP9TNU",Tue Mar 06 00:09:02 +0000 2018,['tell'],user_tweet,"[18909186, 229619787, 334032462]","['TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",ToritoMedia,696,2346,3209,36629525,"Madrid, Spain & Chicago, USA ",ToritoMedia,5640,Thu Apr 30 09:37:18 +0000 2009,0.23929086327552795,positive
HSMgece,0,,['HSMgece'],970811199679016960,en,,17,"RT @HavaSosyalMedya: Boeing 777-300ER @TurkishAirlines Houston George Bush Airport. 
#HSMgece https://t.co/14vyPFE0aM",Tue Mar 06 00:00:01 +0000 2018,['hsmgece'],retweet,"[1702235443, 18909186]","['HavaSosyalMedya', 'TurkishAirlines']",Ugur,2238,595,779,234942346,Türk Telekom Arena,ugurr66,56265,Thu Jan 06 23:47:02 +0000 2011,0.16941623389720917,neutral
Tell,0,,[],970809040891719680,en,,0,"Tell @TurkishAirlines, @RoyalJordanian and @flyethiopian to stop flights carrying African asylum seekers in Israel. https://t.co/YXFFJdXk6a",Mon Mar 05 23:51:26 +0000 2018,['tell'],user_tweet,"[18909186, 229619787, 334032462]","['TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",Paulette Finnegan,1680,141,336,206421997,"Northlake, IL.",Aloysia60,3107,Fri Oct 22 23:05:44 +0000 2010,0.2569796144962311,positive
Tell,0,,[],970808379969908736,en,,0,"Tell @TurkishAirlines, @RoyalJordanian and @flyethiopian to stop flights carrying African asylum seekers in Israel. https://t.co/M5U4J7gW90",Mon Mar 05 23:48:49 +0000 2018,['tell'],user_tweet,"[18909186, 229619787, 334032462]","['TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",Albert,4920,756,416,334189272,Paradise,sanilastrebla,22279,Tue Jul 12 18:20:17 +0000 2011,0.23333317041397095,positive
Today you re the pilot tag that special friend you d want as your co pilot TurkishAirlines,0,,['TurkishAirlines'],970807276658413571,en,,28,"RT @TurkishAirlines: ✈️
Today you're the pilot - tag that special friend you'd want as your co-pilot! 

#TurkishAirlines https://t.co/cKke3…",Mon Mar 05 23:44:26 +0000 2018,"['today', 'pilot', 'tag', 'special', 'friend', 'co', 'pilot', 'turkishairlines']",retweet,[18909186],['TurkishAirlines'],M3th,26,2,32,963863881465651202,,M3th6,7,Wed Feb 14 19:53:51 +0000 2018,0.6480235457420349,positive
,0,,[],970806795596902400,de,,0,"@DeluxePm @TurkishAirlines Ich habe nur damit ein Problem, dass sie nicht zugeben wollen (wollten), schleich Werbun… https://t.co/FbQKtOH8Cb",Mon Mar 05 23:42:31 +0000 2018,[],reply,"[3028423673, 18909186]","['DeluxePm', 'TurkishAirlines']",kebap,2362,23,30,3300808414,,oemerozmen,683,Wed May 27 18:58:59 +0000 2015,0.2653301954269409,positive
,2,,[],970805892185772032,en,"{'country': 'Nepal', 'url': 'https://api.twitter.com/1.1/geo/id/f1d3a53f8a3cc7e9.json', 'bounding_box': {'coordinates': [[[80.0633414, 26.3483092], [88.2026997, 26.3483092], [88.2026997, 30.4333897], [80.0633414, 30.4333897]]], 'type': 'Polygon'}, 'contained_within': [], 'place_type': 'country', 'name': 'Nepal', 'country_code': 'NP', 'full_name': 'Nepal', 'attributes': {}, 'id': 'f1d3a53f8a3cc7e9'}",0,@ICAAinfo @arjunkarki @Scott_DeLisi @Hari_BudhaMagar @nepaltourismb @PATANepal @karnasakya1943 @madhumarasini… https://t.co/5YhIA5eLCp,Mon Mar 05 23:38:56 +0000 2018,[],reply,"[927019393917308928, 58230912, 292431815, 161758785, 435523077, 3313063602, 748111291860946944, 773785352]","['ICAAinfo', 'arjunkarki', 'Scott_DeLisi', 'Hari_BudhaMagar', 'nepaltourismb', 'PATANepal', 'karnasakya1943', 'madhumarasini']",Krishna H. Pushkar,3470,708,965,893774365954678784,Nepal,khpushkar,1649,Sat Aug 05 10:03:09 +0000 2017,0.20876505970954895,positive
,0,,[],970805690657902602,en,,1,"RT @Fihel: Tell @TurkishAirlines, @RoyalJordanian and @flyethiopian to stop flights carrying African asylum seekers in Israel. https://t.co…",Mon Mar 05 23:38:08 +0000 2018,[],retweet,"[99982129, 18909186, 229619787, 334032462]","['Fihel', 'TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",Fihel,3129,944,1746,99982129,England ,Fihel,9942,Mon Dec 28 15:54:45 +0000 2009,0.3023652732372284,positive
Boeing ER HSMgece,161,,['HSMgece'],970804120767619072,en,,17,"Boeing 777-300ER @TurkishAirlines Houston George Bush Airport. 
#HSMgece https://t.co/14vyPFE0aM",Mon Mar 05 23:31:53 +0000 2018,"['boeing', 'er', 'hsmgece']",user_tweet,[18909186],['TurkishAirlines'],HavaSosyalMedya 🛫,136,26573,0,1702235443,,HavaSosyalMedya,26267,Mon Aug 26 15:24:41 +0000 2013,0.16669295728206635,neutral
Tell,0,,[],970803657460600833,en,,0,"Tell @TurkishAirlines, @RoyalJordanian and @flyethiopian to stop flights carrying African asylum seekers in Israel. https://t.co/AYIOrADEcE",Mon Mar 05 23:30:03 +0000 2018,['tell'],user_tweet,"[18909186, 229619787, 334032462]","['TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",Asif,800,456,807,580847047,,Asif_Dean,10160,Tue May 15 12:28:41 +0000 2012,0.25501638650894165,positive
,0,,[],970801876001312770,en,,0,"@TurkishAirlines your ""Get in Touch"" form is down?",Mon Mar 05 23:22:58 +0000 2018,[],user_tweet,[18909186],['TurkishAirlines'],E N G I,1669,1367,774,318313948,"New York, NY",egyengi,24029,Thu Jun 16 08:50:41 +0000 2011,-0.0537429004907608,neutral
,0,,[],970801155495399424,en,,4,"RT @antoniolarotta: Tell @TurkishAirlines, @RoyalJordanian and @flyethiopian to stop flights carrying African asylum seekers in Israel. htt…",Mon Mar 05 23:20:06 +0000 2018,[],retweet,"[225428787, 18909186, 229619787, 334032462]","['antoniolarotta', 'TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",paul walsh #FBPE #rEUnion,8606,3502,4949,252668370,U.K.,jeromethegnome,73604,Tue Feb 15 17:24:18 +0000 2011,0.34451356530189514,positive
Tell,0,,[],970799849724698627,en,,0,"Tell @TurkishAirlines, @RoyalJordanian and @flyethiopian to stop flights carrying African asylum seekers in Israel. https://t.co/8aQ3H1V2wd",Mon Mar 05 23:14:55 +0000 2018,['tell'],user_tweet,"[18909186, 229619787, 334032462]","['TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",Spencer Valli,53,1842,4323,92334368,"Ontario, Canada",pjsvalli,49697,Tue Nov 24 18:38:13 +0000 2009,0.24727031588554382,positive
,0,,[],970799121165701120,en,,4,"RT @antoniolarotta: Tell @TurkishAirlines, @RoyalJordanian and @flyethiopian to stop flights carrying African asylum seekers in Israel. htt…",Mon Mar 05 23:12:01 +0000 2018,[],retweet,"[225428787, 18909186, 229619787, 334032462]","['antoniolarotta', 'TurkishAirlines', 'RoyalJordanian', 'flyethiopian']",Derek Wall,13285,34400,33928,13870942,"Winkfield, Berkshire, UK",Anothergreen,91793,Sat Feb 23 17:12:12 +0000 2008,0.34451356530189514,positive
,0,,[],970799090756997120,en,,0,@TurkishAirlines @TK_US @DrOz Fix your website.,Mon Mar 05 23:11:54 +0000 2018,[],reply,"[18909186, 531201141, 38531995]","['TurkishAirlines', 'TK_US', 'DrOz']",aroosha mansuri,0,0,1,157729368,"Cambridge, MA",chanda76,5,Sun Jun 20 17:56:50 +0000 2010,-0.017015263438224792,neutral
,1,,[],970794955999469568,de,,0,@oemerozmen @TurkishAirlines Und wo liegt Ihr Problem auch makler sind privatmenschen u haben eine private Meinung… https://t.co/imS4m1WMLs,Mon Mar 05 22:55:28 +0000 2018,[],reply,"[3300808414, 18909186]","['oemerozmen', 'TurkishAirlines']",Deluxe PM,4086,91,53,3028423673,Deutschland,DeluxePm,7840,Tue Feb 10 17:20:08 +0000 2015,0.2220989465713501,positive
